  -0.58   1.91 -69.90
  -0.77   1.85 -70.78
  -0.94   1.76 -71.61
  -1.11   1.66 -72.38
  -1.27   1.55 -73.09
  -1.41   1.41 -73.73
  -1.55   1.27 -74.29
  -1.66   1.11 -74.76
  -1.76   0.94 -75.13
  -1.85   0.77 -75.40
  -1.91   0.58 -75.57
  -1.96   0.39 -75.63
  -1.99   0.20 -75.60
  -2.00   0.00 -75.47
  -1.99  -0.20 -75.24
  -1.96  -0.39 -74.94
  -1.91  -0.58 -74.58
  -1.85  -0.77 -74.12
  -1.76  -0.94 -73.57
  -1.66  -1.11 -72.96
  -1.55  -1.27 -72.29
  -1.41  -1.41 -71.57
  -1.27  -1.55 -70.81
  -1.11  -1.66 -70.01
  -0.94  -1.76 -69.20
  -0.77  -1.85 -68.36
  -0.58  -1.91 -67.51
  -0.39  -1.96 -66.66
  -0.20  -1.99 -65.81
   0.00  -2.00 -64.97
   0.20  -1.99 -64.14
   0.39  -1.96 -63.34
   0.58  -1.91 -62.57
   0.77  -1.85 -61.84
   0.94  -1.76 -61.14
   1.11  -1.66 -60.49
   1.27  -1.55 -59.90
   1.41  -1.41 -59.36
   1.55  -1.27 -58.89
   1.66  -1.11 -58.48
   1.76  -0.94 -58.14
   1.85  -0.77 -57.87
   1.91  -0.58 -57.68
   1.96  -0.39 -57.56
   1.99  -0.20 -57.52
   2.00   0.00 -57.55
   2.99   0.29 -49.91
   2.94   0.59 -50.09
   2.87   0.87 -50.39
   2.77   1.15 -50.80
   2.65   1.41 -51.32
   2.49   1.67 -51.96
   2.32   1.90 -52.71
   2.12   2.12 -53.57
   1.90   2.32 -54.54
   1.67   2.49 -55.61
   1.41   2.65 -56.78
   1.15   2.77 -58.04
   0.87   2.87 -59.38
   0.59   2.94 -60.80
   0.29   2.99 -62.28
   0.00   3.00 -63.81
  -0.29   2.99 -65.36
  -0.59   2.94 -66.93
  -0.87   2.87 -68.48
  -1.15   2.77 -70.00
  -1.41   2.65 -71.46
  -1.67   2.49 -72.85
  -1.90   2.32 -74.12
  -2.12   2.12 -75.28
  -2.32   1.90 -76.28
  -2.49   1.67 -77.11
  -2.65   1.41 -77.76
  -2.77   1.15 -78.23
  -2.87   0.87 -78.50
  -2.94   0.59 -78.58
  -2.99   0.29 -78.48
  -3.00   0.00 -78.20
  -2.99  -0.29 -77.78
  -2.94  -0.59 -77.25
  -2.87  -0.87 -76.68
  -2.77  -1.15 -75.99
  -2.65  -1.41 -75.13
  -2.49  -1.67 -74.16
  -2.32  -1.90 -73.11
  -2.12  -2.12 -72.00
  -1.90  -2.32 -70.84
  -1.67  -2.49 -69.63
  -1.41  -2.65 -68.39
  -1.15  -2.77 -67.12
  -0.87  -2.87 -65.83
  -0.59  -2.94 -64.53
  -0.29  -2.99 -63.24
   0.00  -3.00 -61.95
   0.29  -2.99 -60.68
   0.59  -2.94 -59.44
   0.87  -2.87 -58.25
   1.15  -2.77 -57.10
   1.41  -2.65 -56.00
   1.67  -2.49 -54.97
   1.90  -2.32 -54.01
   2.12  -2.12 -53.15
   2.32  -1.90 -52.37
   2.49  -1.67 -51.69
   2.65  -1.41 -51.11
   2.77  -1.15 -50.63
   2.87  -0.87 -50.27
   2.94  -0.59 -50.02
   2.99  -0.29 -49.87
   3.00   0.00 -49.83
   3.98   0.39 -41.86
   3.92   0.78 -41.94
   3.83   1.16 -42.14
   3.70   1.53 -42.49
   3.53   1.89 -42.97
   3.33   2.22 -43.59
   3.09   2.54 -44.35
   2.83   2.83 -45.25
   2.54   3.09 -46.31
   2.22   3.33 -47.52
   1.89   3.53 -48.89
   1.53   3.70 -50.42
   1.16   3.83 -52.09
   0.78   3.92 -53.90
   0.39   3.98 -55.83
   0.00   4.00 -57.88
  -0.39   3.98 -60.01
  -0.78   3.92 -62.21
  -1.16   3.83 -64.43
  -1.53   3.70 -66.63
  -1.89   3.53 -68.77
  -2.22   3.33 -70.81
  -2.54   3.09 -72.71
  -2.83   2.83 -74.43
  -3.09   2.54 -75.93
  -3.33   2.22 -77.19
  -3.53   1.89 -78.18
  -3.70   1.53 -78.89
  -3.83   1.16 -79.31
  -3.92   0.78 -79.42
  -3.98   0.39 -79.25
  -4.00   0.00 -78.82
  -3.98  -0.39 -78.15
  -3.92  -0.78 -77.41
  -3.83  -1.16 -76.67
  -3.70  -1.53 -75.84
  -3.53  -1.89 -74.86
  -3.33  -2.22 -73.72
  -3.09  -2.54 -72.46
  -2.83  -2.83 -71.13
  -2.54  -3.09 -69.74
  -2.22  -3.33 -68.29
  -1.89  -3.53 -66.81
  -1.53  -3.70 -65.28
  -1.16  -3.83 -63.71
  -0.78  -3.92 -62.12
  -0.39  -3.98 -60.51
   0.00  -4.00 -58.89
   0.39  -3.98 -57.28
   0.78  -3.92 -55.68
   1.16  -3.83 -54.11
   1.53  -3.70 -52.58
   1.89  -3.53 -51.11
   2.22  -3.33 -49.71
   2.54  -3.09 -48.39
   2.83  -2.83 -47.19
   3.09  -2.54 -46.09
   3.33  -2.22 -45.11
   3.53  -1.89 -44.25
   3.70  -1.53 -43.53
   3.83  -1.16 -42.94
   3.92  -0.78 -42.47
   3.98  -0.39 -42.14
   4.00   0.00 -41.94
   4.98   0.49 -33.80
   4.90   0.98 -33.62
   4.78   1.45 -33.61
   4.62   1.91 -33.75
   4.41   2.36 -34.03
   4.16   2.78 -34.46
   3.87   3.17 -35.08
   3.54   3.54 -35.85
   3.17   3.87 -36.81
   2.78   4.16 -37.99
   2.36   4.41 -39.37
   1.91   4.62 -40.97
   1.45   4.78 -42.80
   0.98   4.90 -44.84
   0.49   4.98 -47.09
   0.00   5.00 -49.54
  -0.49   4.98 -52.16
  -0.98   4.90 -54.89
  -1.45   4.78 -57.69
  -1.91   4.62 -60.52
  -2.36   4.41 -63.33
  -2.78   4.16 -66.04
  -3.17   3.87 -68.60
  -3.54   3.54 -70.94
  -3.87   3.17 -73.02
  -4.16   2.78 -74.78
  -4.41   2.36 -76.20
  -4.62   1.91 -77.22
  -4.78   1.45 -77.83
  -4.90   0.98 -78.01
  -4.98   0.49 -77.79
  -5.00   0.00 -77.21
  -4.98  -0.49 -76.36
  -4.90  -0.98 -75.50
  -4.78  -1.45 -74.69
  -4.62  -1.91 -73.84
  -4.41  -2.36 -72.87
  -4.16  -2.78 -71.76
  -3.87  -3.17 -70.54
  -3.54  -3.54 -69.21
  -3.17  -3.87 -67.81
  -2.78  -4.16 -66.37
  -2.36  -4.41 -64.90
  -1.91  -4.62 -63.36
  -1.45  -4.78 -61.71
  -0.98  -4.90 -59.98
  -0.49  -4.98 -58.19
   0.00  -5.00 -56.37
   0.49  -4.98 -54.50
   0.98  -4.90 -52.60
   1.45  -4.78 -50.69
   1.91  -4.62 -48.80
   2.36  -4.41 -46.97
   2.78  -4.16 -45.20
   3.17  -3.87 -43.53
   3.54  -3.54 -41.94
   3.87  -3.17 -40.47
   4.16  -2.78 -39.15
   4.41  -2.36 -37.96
   4.62  -1.91 -36.91
   4.78  -1.45 -36.00
   4.90  -0.98 -35.23
   4.98  -0.49 -34.61
   5.00   0.00 -34.13
   5.97   0.59 -25.99
   5.88   1.17 -25.45
   5.74   1.74 -25.08
   5.54   2.30 -24.86
   5.29   2.83 -24.78
   4.99   3.33 -24.89
   4.64   3.81 -25.17
   4.24   4.24 -25.65
   3.81   4.64 -26.36
   3.33   4.99 -27.31
   2.83   5.29 -28.53
   2.30   5.54 -30.01
   1.74   5.74 -31.81
   1.17   5.88 -33.92
   0.59   5.97 -36.35
   0.00   6.00 -39.06
  -0.59   5.97 -42.03
  -1.17   5.88 -45.21
  -1.74   5.74 -48.53
  -2.30   5.54 -51.90
  -2.83   5.29 -55.28
  -3.33   4.99 -58.62
  -3.81   4.64 -61.83
  -4.24   4.24 -64.81
  -4.64   3.81 -67.52
  -4.99   3.33 -69.83
  -5.29   2.83 -71.72
  -5.54   2.30 -73.13
  -5.74   1.74 -74.00
  -5.88   1.17 -74.32
  -5.97   0.59 -74.13
  -6.00   0.00 -73.49
  -5.97  -0.59 -72.62
  -5.88  -1.17 -71.84
  -5.74  -1.74 -71.11
  -5.54  -2.30 -70.37
  -5.29  -2.83 -69.58
  -4.99  -3.33 -68.70
  -4.64  -3.81 -67.72
  -4.24  -4.24 -66.64
  -3.81  -4.64 -65.48
  -3.33  -4.99 -64.28
  -2.83  -5.29 -63.05
  -2.30  -5.54 -61.70
  -1.74  -5.74 -60.17
  -1.17  -5.88 -58.49
  -0.59  -5.97 -56.68
   0.00  -6.00 -54.76
   0.59  -5.97 -52.73
   1.17  -5.88 -50.59
   1.74  -5.74 -48.39
   2.30  -5.54 -46.17
   2.83  -5.29 -43.96
   3.33  -4.99 -41.79
   3.81  -4.64 -39.69
   4.24  -4.24 -37.69
   4.64  -3.81 -35.81
   4.99  -3.33 -34.04
   5.29  -2.83 -32.44
   5.54  -2.30 -30.98
   5.74  -1.74 -29.67
   5.88  -1.17 -28.52
   5.97  -0.59 -27.52
   6.00   0.00 -26.68
   6.97   0.69 -18.50
   6.87   1.37 -17.49
   6.70   2.03 -16.67
   6.47   2.68 -16.02
   6.17   3.30 -15.51
   5.82   3.89 -15.19
   5.41   4.44 -15.04
   4.95   4.95 -15.12
   4.44   5.41 -15.41
   3.89   5.82 -15.98
   3.30   6.17 -16.87
   2.68   6.47 -18.08
   2.03   6.70 -19.70
   1.37   6.87 -21.74
   0.69   6.97 -24.21
   0.00   7.00 -27.09
  -0.69   6.97 -30.32
  -1.37   6.87 -33.81
  -2.03   6.70 -37.49
  -2.68   6.47 -41.28
  -3.30   6.17 -45.13
  -3.89   5.82 -48.97
  -4.44   5.41 -52.74
  -4.95   4.95 -56.33
  -5.41   4.44 -59.65
  -5.82   3.89 -62.54
  -6.17   3.30 -64.93
  -6.47   2.68 -66.77
  -6.70   2.03 -67.96
  -6.87   1.37 -68.52
  -6.97   0.69 -68.49
  -7.00   0.00 -67.94
  -6.97  -0.69 -67.26
  -6.87  -1.37 -66.75
  -6.70  -2.03 -66.33
  -6.47  -2.68 -65.92
  -6.17  -3.30 -65.47
  -5.82  -3.89 -64.97
  -5.41  -4.44 -64.43
  -4.95  -4.95 -63.81
  -4.44  -5.41 -63.09
  -3.89  -5.82 -62.33
  -3.30  -6.17 -61.52
  -2.68  -6.47 -60.54
  -2.03  -6.70 -59.30
  -1.37  -6.87 -57.82
  -0.69  -6.97 -56.12
   0.00  -7.00 -54.21
   0.69  -6.97 -52.10
   1.37  -6.87 -49.78
   2.03  -6.70 -47.32
   2.68  -6.47 -44.74
   3.30  -6.17 -42.14
   3.89  -5.82 -39.55
   4.44  -5.41 -37.01
   4.95  -4.95 -34.55
   5.41  -4.44 -32.20
   5.82  -3.89 -29.95
   6.17  -3.30 -27.83
   6.47  -2.68 -25.88
   6.70  -2.03 -24.08
   6.87  -1.37 -22.45
   6.97  -0.69 -20.97
   7.00   0.00 -19.66
   7.96   0.78 -11.42
   7.85   1.56  -9.89
   7.66   2.32  -8.59
   7.39   3.06  -7.46
   7.06   3.77  -6.47
   6.65   4.44  -5.66
   6.18   5.08  -5.03
   5.66   5.66  -4.61
   5.08   6.18  -4.41
   4.44   6.65  -4.53
   3.77   7.06  -5.02
   3.06   7.39  -5.91
   2.32   7.66  -7.25
   1.56   7.85  -9.13
   0.78   7.96 -11.57
   0.00   8.00 -14.52
  -0.78   7.96 -17.90
  -1.56   7.85 -21.60
  -2.32   7.66 -25.48
  -3.06   7.39 -29.44
  -3.77   7.06 -33.50
  -4.44   6.65 -37.58
  -5.08   6.18 -41.74
  -5.66   5.66 -45.88
  -6.18   5.08 -49.81
  -6.65   4.44 -53.32
  -7.06   3.77 -56.28
  -7.39   3.06 -58.55
  -7.66   2.32 -60.12
  -7.85   1.56 -60.97
  -7.96   0.78 -61.13
  -8.00   0.00 -60.87
  -7.96  -0.78 -60.73
  -7.85  -1.56 -60.76
  -7.66  -2.32 -60.84
  -7.39  -3.06 -60.91
  -7.06  -3.77 -60.99
  -6.65  -4.44 -61.06
  -6.18  -5.08 -61.08
  -5.66  -5.66 -60.99
  -5.08  -6.18 -60.83
  -4.44  -6.65 -60.58
  -3.77  -7.06 -60.27
  -3.06  -7.39 -59.78
  -2.32  -7.66 -59.03
  -1.56  -7.85 -57.91
  -0.78  -7.96 -56.47
   0.00  -8.00 -54.68
   0.78  -7.96 -52.52
   1.56  -7.85 -50.06
   2.32  -7.66 -47.31
   3.06  -7.39 -44.40
   3.77  -7.06 -41.38
   4.44  -6.65 -38.34
   5.08  -6.18 -35.34
   5.66  -5.66 -32.40
   6.18  -5.08 -29.54
   6.65  -4.44 -26.81
   7.06  -3.77 -24.15
   7.39  -3.06 -21.62
   7.66  -2.32 -19.25
   7.85  -1.56 -17.05
   7.96  -0.78 -14.98
   8.00   0.00 -13.11
   8.96   0.88  -4.77
   8.83   1.76  -2.69
   8.61   2.61  -0.87
   8.31   3.44   0.78
   7.94   4.24   2.23
   7.48   5.00   3.49
   6.96   5.71   4.60
   6.36   6.36   5.48
   5.71   6.96   6.12
   5.00   7.48   6.46
   4.24   7.94   6.38
   3.44   8.31   5.84
   2.61   8.61   4.76
   1.76   8.83   3.04
   0.88   8.96   0.70
   0.00   9.00  -2.30
  -0.88   8.96  -5.80
  -1.76   8.83  -9.63
  -2.61   8.61 -13.51
  -3.44   8.31 -17.40
  -4.24   7.94 -21.30
  -5.00   7.48 -25.37
  -5.71   6.96 -29.69
  -6.36   6.36 -34.14
  -6.96   5.71 -38.63
  -7.48   5.00 -42.76
  -7.94   4.24 -46.24
  -8.31   3.44 -48.95
  -8.61   2.61 -50.88
  -8.83   1.76 -52.06
  -8.96   0.88 -52.59
  -9.00   0.00 -52.98
  -8.96  -0.88 -53.58
  -8.83  -1.76 -54.27
  -8.61  -2.61 -55.01
  -8.31  -3.44 -55.76
  -7.94  -4.24 -56.52
  -7.48  -5.00 -57.25
  -6.96  -5.71 -57.91
  -6.36  -6.36 -58.44
  -5.71  -6.96 -58.80
  -5.00  -7.48 -59.05
  -4.24  -7.94 -59.24
  -3.44  -8.31 -59.32
  -2.61  -8.61 -59.15
  -1.76  -8.83 -58.57
  -0.88  -8.96 -57.51
   0.00  -9.00 -55.91
   0.88  -8.96 -53.74
   1.76  -8.83 -51.12
   2.61  -8.61 -48.08
   3.44  -8.31 -44.78
   4.24  -7.94 -41.38
   5.00  -7.48 -37.90
   5.71  -6.96 -34.45
   6.36  -6.36 -31.03
   6.96  -5.71 -27.66
   7.48  -5.00 -24.42
   7.94  -4.24 -21.21
   8.31  -3.44 -18.09
   8.61  -2.61 -15.08
   8.83  -1.76 -12.24
   8.96  -0.88  -9.55
   9.00   0.00  -7.07
   9.95   0.98   1.44
   9.81   1.95   4.07
   9.57   2.90   6.41
   9.24   3.83   8.54
   8.82   4.71  10.38
   8.31   5.56  12.02
   7.73   6.34  13.49
   7.07   7.07  14.76
   6.34   7.73  15.76
   5.56   8.31  16.45
   4.71   8.82  16.67
   3.83   9.24  16.37
   2.90   9.57  15.45
   1.95   9.81  13.89
   0.98   9.95  11.50
   0.00  10.00   8.43
  -0.98   9.95   4.75
  -1.95   9.81   0.82
  -2.90   9.57  -3.04
  -3.83   9.24  -6.65
  -4.71   8.82 -10.26
  -5.56   8.31 -14.07
  -6.34   7.73 -18.16
  -7.07   7.07 -22.56
  -7.73   6.34 -27.08
  -8.31   5.56 -31.57
  -8.82   4.71 -35.53
  -9.24   3.83 -38.64
  -9.57   2.90 -40.85
  -9.81   1.95 -42.34
  -9.95   0.98 -43.55
 -10.00   0.00 -44.85
  -9.95  -0.98 -46.26
  -9.81  -1.95 -47.73
  -9.57  -2.90 -49.22
  -9.24  -3.83 -50.72
  -8.82  -4.71 -52.25
  -8.31  -5.56 -53.73
  -7.73  -6.34 -55.12
  -7.07  -7.07 -56.19
  -6.34  -7.73 -56.89
  -5.56  -8.31 -57.53
  -4.71  -8.82 -58.22
  -3.83  -9.24 -58.88
  -2.90  -9.57 -59.42
  -1.95  -9.81 -59.49
  -0.98  -9.95 -58.85
   0.00 -10.00 -57.42
   0.98  -9.95 -55.29
   1.95  -9.81 -52.47
   2.90  -9.57 -49.12
   3.83  -9.24 -45.44
   4.71  -8.82 -41.64
   5.56  -8.31 -37.78
   6.34  -7.73 -33.93
   7.07  -7.07 -30.10
   7.73  -6.34 -26.31
   8.31  -5.56 -22.56
   8.82  -4.71 -18.83
   9.24  -3.83 -15.12
   9.57  -2.90 -11.47
   9.81  -1.95  -7.95
   9.95  -0.98  -4.58
  10.00   0.00  -1.46
  10.95   1.08   7.33
  10.79   2.15  10.47
  10.53   3.19  13.21
  10.16   4.21  15.66
   9.70   5.19  17.79
   9.15   6.11  19.69
   8.50   6.98  21.40
   7.78   7.78  22.91
   6.98   8.50  24.10
   6.11   9.15  24.95
   5.19   9.70  25.22
   4.21  10.16  24.80
   3.19  10.53  23.71
   2.15  10.79  21.89
   1.08  10.95  19.34
   0.00  11.00  16.10
  -1.08  10.95  12.35
  -2.15  10.79   8.46
  -3.19  10.53   4.81
  -4.21  10.16   1.44
  -5.19   9.70  -1.81
  -6.11   9.15  -5.22
  -6.98   8.50  -8.97
  -7.78   7.78 -13.04
  -8.50   6.98 -17.20
  -9.15   6.11 -21.44
  -9.70   5.19 -25.36
 -10.16   4.21 -28.48
 -10.53   3.19 -30.88
 -10.79   2.15 -32.86
 -10.95   1.08 -34.86
 -11.00   0.00 -37.02
 -10.95  -1.08 -39.22
 -10.79  -2.15 -41.45
 -10.53  -3.19 -43.73
 -10.16  -4.21 -46.05
  -9.70  -5.19 -48.38
  -9.15  -6.11 -50.64
  -8.50  -6.98 -52.62
  -7.78  -7.78 -54.00
  -6.98  -8.50 -54.86
  -6.11  -9.15 -55.79
  -5.19  -9.70 -56.89
  -4.21 -10.16 -58.15
  -3.19 -10.53 -59.31
  -2.15 -10.79 -60.08
  -1.08 -10.95 -59.92
   0.00 -11.00 -58.73
   1.08 -10.95 -56.60
   2.15 -10.79 -53.61
   3.19 -10.53 -49.92
   4.21 -10.16 -45.81
   5.19  -9.70 -41.63
   6.11  -9.15 -37.50
   6.98  -8.50 -33.46
   7.78  -7.78 -29.36
   8.50  -6.98 -25.23
   9.15  -6.11 -21.03
   9.70  -5.19 -16.82
  10.16  -4.21 -12.55
  10.53  -3.19  -8.24
  10.79  -2.15  -4.07
  10.95  -1.08   0.01
  11.00   0.00   3.83
  11.94   1.18  12.86
  11.77   2.34  16.49
  11.48   3.48  19.50
  11.09   4.59  22.11
  10.58   5.66  24.40
   9.98   6.67  26.36
   9.28   7.61  28.11
   8.49   8.49  29.60
   7.61   9.28  30.71
   6.67   9.98  31.33
   5.66  10.58  31.27
   4.59  11.09  30.46
   3.48  11.48  29.04
   2.34  11.77  26.94
   1.18  11.94  24.17
   0.00  12.00  20.90
  -1.18  11.94  17.23
  -2.34  11.77  13.46
  -3.48  11.48  10.03
  -4.59  11.09   6.88
  -5.66  10.58   3.80
  -6.67   9.98   0.61
  -7.61   9.28  -2.82
  -8.49   8.49  -6.37
  -9.28   7.61 -10.08
  -9.98   6.67 -13.78
 -10.58   5.66 -17.16
 -11.09   4.59 -19.94
 -11.48   3.48 -22.18
 -11.77   2.34 -24.49
 -11.94   1.18 -27.10
 -12.00   0.00 -29.89
 -11.94  -1.18 -32.74
 -11.77  -2.34 -35.69
 -11.48  -3.48 -38.74
 -11.09  -4.59 -41.84
 -10.58  -5.66 -44.94
  -9.98  -6.67 -47.90
  -9.28  -7.61 -50.18
  -8.49  -8.49 -51.49
  -7.61  -9.28 -52.42
  -6.67  -9.98 -53.54
  -5.66 -10.58 -55.07
  -4.59 -11.09 -56.87
  -3.48 -11.48 -58.64
  -2.34 -11.77 -60.00
  -1.18 -11.94 -60.34
   0.00 -12.00 -59.40
   1.18 -11.94 -57.24
   2.34 -11.77 -53.94
   3.48 -11.48 -49.85
   4.59 -11.09 -45.37
   5.66 -10.58 -40.91
   6.67  -9.98 -36.67
   7.61  -9.28 -32.58
   8.49  -8.49 -28.38
   9.28  -7.61 -24.13
   9.98  -6.67 -19.67
  10.58  -5.66 -15.02
  11.09  -4.59 -10.26
  11.48  -3.48  -5.35
  11.77  -2.34  -0.47
  11.94  -1.18   4.26
  12.00   0.00   8.75
  12.94   1.27  17.82
  12.75   2.54  21.63
  12.44   3.77  24.75
  12.01   4.97  27.53
  11.46   6.13  29.88
  10.81   7.22  31.80
  10.05   8.25  33.34
   9.19   9.19  34.52
   8.25  10.05  35.14
   7.22  10.81  35.31
   6.13  11.46  34.83
   4.97  12.01  33.67
   3.77  12.44  31.95
   2.54  12.75  29.71
   1.27  12.94  26.91
   0.00  13.00  23.66
  -1.27  12.94  20.16
  -2.54  12.75  16.65
  -3.77  12.44  13.42
  -4.97  12.01  10.35
  -6.13  11.46   7.36
  -7.22  10.81   4.30
  -8.25  10.05   1.13
  -9.19   9.19  -2.11
 -10.05   8.25  -5.38
 -10.81   7.22  -8.50
 -11.46   6.13 -11.22
 -12.01   4.97 -13.40
 -12.44   3.77 -15.32
 -12.75   2.54 -17.64
 -12.94   1.27 -20.49
 -13.00   0.00 -23.66
 -12.94  -1.27 -27.02
 -12.75  -2.54 -30.58
 -12.44  -3.77 -34.33
 -12.01  -4.97 -38.20
 -11.46  -6.13 -41.98
 -10.81  -7.22 -45.37
 -10.05  -8.25 -47.41
  -9.19  -9.19 -48.39
  -8.25 -10.05 -49.36
  -7.22 -10.81 -50.77
  -6.13 -11.46 -52.66
  -4.97 -12.01 -54.94
  -3.77 -12.44 -57.22
  -2.54 -12.75 -59.01
  -1.27 -12.94 -59.73
   0.00 -13.00 -58.97
   1.27 -12.94 -56.71
   2.54 -12.75 -53.12
   3.77 -12.44 -48.62
   4.97 -12.01 -43.76
   6.13 -11.47 -39.07
   7.22 -10.81 -34.93
   8.25 -10.05 -31.03
   9.19  -9.19 -26.99
  10.05  -8.25 -22.78
  10.81  -7.22 -18.22
  11.46  -6.13 -13.30
  12.01  -4.97  -8.10
  12.44  -3.77  -2.68
  12.75  -2.54   2.80
  12.94  -1.27   8.16
  13.00   0.00  13.23
  13.93   1.37  21.82
  13.73   2.73  25.47
  13.40   4.06  28.51
  12.93   5.36  31.19
  12.35   6.60  33.54
  11.64   7.78  35.40
  10.82   8.88  36.73
   9.90   9.90  37.39
   8.88  10.82  37.58
   7.78  11.64  37.34
   6.60  12.35  36.63
   5.36  12.93  35.38
   4.06  13.40  33.58
   2.73  13.73  31.25
   1.37  13.93  28.43
   0.00  14.00  25.28
  -1.37  13.93  21.97
  -2.73  13.73  18.69
  -4.06  13.40  15.58
  -5.36  12.93  12.60
  -6.60  12.35   9.67
  -7.78  11.64   6.71
  -8.88  10.82   3.72
  -9.90   9.90   0.72
 -10.82   8.88  -2.16
 -11.64   7.78  -4.76
 -12.35   6.60  -6.91
 -12.93   5.36  -8.55
 -13.40   4.06 -10.10
 -13.73   2.73 -12.20
 -13.93   1.37 -15.01
 -14.00   0.00 -18.36
 -13.93  -1.37 -22.13
 -13.73  -2.73 -26.23
 -13.40  -4.06 -30.59
 -12.93  -5.36 -35.10
 -12.35  -6.60 -39.40
 -11.64  -7.78 -42.67
 -10.82  -8.88 -44.06
  -9.90  -9.90 -44.78
  -8.88 -10.82 -45.83
  -7.78 -11.64 -47.54
  -6.60 -12.35 -49.77
  -5.36 -12.93 -52.37
  -4.06 -13.40 -54.96
  -2.73 -13.73 -57.06
  -1.37 -13.93 -57.99
   0.00 -14.00 -57.40
   1.37 -13.93 -55.07
   2.73 -13.73 -51.37
   4.06 -13.40 -46.64
   5.36 -12.93 -41.62
   6.60 -12.35 -36.88
   7.78 -11.64 -32.75
   8.88 -10.82 -28.90
   9.90  -9.90 -25.08
  10.82  -8.88 -21.07
  11.64  -7.78 -16.59
  12.35  -6.60 -11.56
  12.93  -5.36  -6.09
  13.40  -4.06  -0.23
  13.73  -2.73   5.72
  13.93  -1.37  11.61
  14.00   0.00  17.13
  14.93   1.47  24.46
  14.71   2.93  27.81
  14.35   4.35  30.63
  13.86   5.74  33.18
  13.23   7.07  35.41
  12.47   8.33  37.07
  11.60   9.52  38.13
  10.61  10.61  38.60
   9.52  11.60  38.59
   8.33  12.47  38.24
   7.07  13.23  37.49
   5.74  13.86  36.24
   4.35  14.35  34.42
   2.93  14.71  32.06
   1.47  14.93  29.24
   0.00  15.00  26.14
  -1.47  14.93  22.97
  -2.93  14.71  19.84
  -4.35  14.35  16.84
  -5.74  13.86  13.95
  -7.07  13.23  11.11
  -8.33  12.47   8.28
  -9.52  11.60   5.46
 -10.61  10.61   2.75
 -11.60   9.52   0.23
 -12.47   8.33  -1.91
 -13.23   7.07  -3.54
 -13.86   5.74  -4.76
 -14.35   4.35  -6.01
 -14.71   2.93  -7.91
 -14.93   1.47 -10.65
 -15.00   0.00 -14.04
 -14.93  -1.47 -18.04
 -14.71  -2.93 -22.56
 -14.35  -4.35 -27.45
 -13.86  -5.74 -32.50
 -13.23  -7.07 -36.97
 -12.47  -8.33 -39.45
 -11.60  -9.52 -40.12
 -10.61 -10.61 -40.74
  -9.52 -11.60 -41.89
  -8.33 -12.47 -43.83
  -7.07 -13.23 -46.36
  -5.74 -13.86 -49.23
  -4.35 -14.35 -52.07
  -2.93 -14.71 -54.41
  -1.47 -14.93 -55.58
   0.00 -15.00 -55.11
   1.47 -14.93 -52.94
